  2.180180E+01  2.180180E+01  2.180180E+01  2.180180E+01  3.824647E+01
  3.824647E+01  2.790011E+02  2.790011E+02  2.790011E+02  2.790011E+02
  3.736022E+02  3.736022E+02  3.736022E+02  3.736022E+02  3.984347E+02
  3.984347E+02  4.664403E+02  4.664403E+02
  2.000460E+01  2.000460E+01  2.346791E+01  2.346791E+01  3.513308E+01
  4.112486E+01  2.788071E+02  2.788071E+02  2.791956E+02  2.791956E+02
  3.735964E+02  3.735964E+02  3.736077E+02  3.736077E+02  3.980637E+02
  3.988060E+02  4.661883E+02  4.666581E+02
  1.808808E+01  1.808808E+01  2.499179E+01  2.499179E+01  3.180324E+01
  4.375103E+01  2.786185E+02  2.786185E+02  2.793859E+02  2.793859E+02
  3.735906E+02  3.735906E+02  3.736129E+02  3.736129E+02  3.977017E+02
  3.991689E+02  4.659092E+02  4.668379E+02
  1.606451E+01  1.606451E+01  2.636306E+01  2.636306E+01  2.827677E+01
  4.610907E+01  2.784397E+02  2.784397E+02  2.795671E+02  2.795671E+02
  3.735849E+02  3.735849E+02  3.736176E+02  3.736176E+02  3.973574E+02
  3.995148E+02  4.656130E+02  4.669790E+02
  1.394659E+01  1.394659E+01  2.457475E+01  2.757217E+01  2.757217E+01
  4.818446E+01  2.782751E+02  2.782751E+02  2.797348E+02  2.797348E+02
  3.735794E+02  3.735794E+02  3.736218E+02  3.736218E+02  3.970389E+02
  3.998355E+02  4.653125E+02  4.670839E+02
  1.174731E+01  1.174731E+01  2.071950E+01  2.861055E+01  2.861055E+01
  4.996417E+01  2.781286E+02  2.781286E+02  2.798847E+02  2.798847E+02
  3.735744E+02  3.735744E+02  3.736253E+02  3.736253E+02  3.967542E+02
  4.001230E+02  4.650223E+02  4.671569E+02
  9.479941E+00  9.479941E+00  1.673448E+01  2.947075E+01  2.947075E+01
  5.143678E+01  2.780037E+02  2.780037E+02  2.800129E+02  2.800129E+02
  3.735700E+02  3.735700E+02  3.736283E+02  3.736283E+02  3.965105E+02
  4.003698E+02  4.647576E+02  4.672041E+02
  7.157919E+00  7.157919E+00  1.264424E+01  3.014649E+01  3.014649E+01
  5.259261E+01  2.779035E+02  2.779035E+02  2.801163E+02  2.801163E+02
  3.735664E+02  3.735664E+02  3.736306E+02  3.736306E+02  3.963139E+02
  4.005694E+02  4.645332E+02  4.672319E+02
  4.794812E+00  4.794812E+00  8.474215E+00  3.063279E+01  3.063279E+01
  5.342391E+01  2.778301E+02  2.778301E+02  2.801921E+02  2.801921E+02
  3.735637E+02  3.735637E+02  3.736323E+02  3.736323E+02  3.961697E+02
  4.007163E+02  4.643624E+02  4.672465E+02
  2.404271E+00  2.404271E+00  4.250576E+00  3.092603E+01  3.092603E+01
  5.392500E+01  2.777854E+02  2.777854E+02  2.802384E+02  2.802384E+02
  3.735621E+02  3.735621E+02  3.736333E+02  3.736333E+02  3.960816E+02
  4.008062E+02  4.642555E+02  4.672531E+02
  0.000000E+00  0.000000E+00  0.000000E+00  3.102402E+01  3.102402E+01
  5.409241E+01  2.777704E+02  2.777704E+02  2.802539E+02  2.802539E+02
  3.735615E+02  3.735615E+02  3.736336E+02  3.736336E+02  3.960520E+02
  4.008365E+02  4.642191E+02  4.672549E+02
  2.194096E+00  5.272125E+00  8.718970E+00  3.147304E+01  3.219152E+01
  5.402745E+01  2.777998E+02  2.779163E+02  2.802826E+02  2.803733E+02
  3.734873E+02  3.735527E+02  3.735627E+02  3.736242E+02  3.960775E+02
  4.008555E+02  4.641369E+02  4.671618E+02
  4.457059E+00  1.053786E+01  1.742445E+01  3.278107E+01  3.545732E+01
  5.384025E+01  2.778878E+02  2.783514E+02  2.803682E+02  2.807298E+02
  3.732626E+02  3.733540E+02  3.735259E+02  3.735962E+02  3.961535E+02
  4.009124E+02  4.638906E+02  4.668831E+02
  6.851970E+00  1.579082E+01  2.610297E+01  3.484546E+01  4.029664E+01
  5.355363E+01  2.780336E+02  2.790681E+02  2.805102E+02  2.813181E+02
  3.728864E+02  3.730145E+02  3.734805E+02  3.735497E+02  3.962779E+02
  4.010070E+02  4.634802E+02  4.664196E+02
  9.431611E+00  2.102463E+01  3.474100E+01  3.753226E+01  4.619182E+01
  5.320486E+01  2.782358E+02  2.800540E+02  2.807075E+02  2.821300E+02
  3.723644E+02  3.725479E+02  3.734153E+02  3.734854E+02  3.964476E+02
  4.011388E+02  4.629062E+02  4.657733E+02
  1.223598E+01  2.623293E+01  4.070644E+01  4.332504E+01  5.275878E+01
  5.284440E+01  2.784928E+02  2.809583E+02  2.812929E+02  2.831544E+02
  3.717062E+02  3.719575E+02  3.733289E+02  3.734035E+02  3.966590E+02
  4.013071E+02  4.621693E+02  4.649465E+02
  1.529179E+01  3.140936E+01  4.424918E+01  5.184149E+01  5.253386E+01
  5.974126E+01  2.788023E+02  2.812609E+02  2.827649E+02  2.843779E+02
  3.709228E+02  3.712478E+02  3.732205E+02  3.733040E+02  3.969080E+02
  4.015108E+02  4.612701E+02  4.639425E+02
  1.861343E+01  3.654760E+01  4.806337E+01  5.234306E+01  6.027670E+01
  6.697179E+01  2.791616E+02  2.816128E+02  2.844471E+02  2.857861E+02
  3.700260E+02  3.704250E+02  3.730893E+02  3.731861E+02  3.971904E+02
  4.017485E+02  4.602098E+02  4.627650E+02
  2.220477E+01  4.164131E+01  5.207246E+01  5.234601E+01  6.861685E+01
  7.433883E+01  2.795677E+02  2.820114E+02  2.863139E+02  2.873644E+02
  3.690284E+02  3.694969E+02  3.729351E+02  3.730486E+02  3.975022E+02
  4.020184E+02  4.589900E+02  4.614186E+02
  2.606121E+01  4.668421E+01  5.261582E+01  5.621693E+01  7.684792E+01
  8.176559E+01  2.800173E+02  2.824539E+02  2.883347E+02  2.891013E+02
  3.679430E+02  3.684723E+02  3.727577E+02  3.728901E+02  3.978398E+02
  4.023184E+02  4.576125E+02  4.599082E+02
  3.017166E+01  5.167002E+01  5.321896E+01  6.045035E+01  8.495552E+01
  8.919713E+01  2.805068E+02  2.829371E+02  2.904645E+02  2.909996E+02
  3.667835E+02  3.673613E+02  3.725570E+02  3.727093E+02  3.981996E+02
  4.026457E+02  4.560796E+02  4.582394E+02
  3.452030E+01  5.420964E+01  5.659249E+01  6.473622E+01  9.292477E+01
  9.659288E+01  2.810323E+02  2.834576E+02  2.926226E+02  2.930982E+02
  3.655636E+02  3.661753E+02  3.723327E+02  3.725049E+02  3.985786E+02
  4.029975E+02  4.543943E+02  4.564187E+02
  3.908797E+01  5.562538E+01  6.144540E+01  6.904532E+01  1.007400E+02
  1.039221E+02  2.815900E+02  2.840121E+02  2.947585E+02  2.954068E+02
  3.642972E+02  3.649267E+02  3.720845E+02  3.722757E+02  3.989735E+02
  4.033703E+02  4.525604E+02  4.544526E+02
  4.385336E+01  5.748454E+01  6.622256E+01  7.335389E+01  1.083846E+02
  1.111613E+02  2.821759E+02  2.845969E+02  2.969130E+02  2.978457E+02
  3.629983E+02  3.636290E+02  3.718120E+02  3.720208E+02  3.993816E+02
  4.037607E+02  4.505821E+02  4.523486E+02
  4.879383E+01  5.978648E+01  7.091779E+01  7.764216E+01  1.158409E+02
  1.182924E+02  2.827859E+02  2.852084E+02  2.991064E+02  3.003580E+02
  3.616805E+02  3.622965E+02  3.715151E+02  3.717396E+02  3.998000E+02
  4.041647E+02  4.484647E+02  4.501145E+02
  5.388612E+01  6.251392E+01  7.552499E+01  8.189345E+01  1.230903E+02
  1.253014E+02  2.834160E+02  2.858428E+02  3.013341E+02  3.029134E+02
  3.603569E+02  3.609450E+02  3.711937E+02  3.714314E+02  4.002257E+02
  4.045784E+02  4.462144E+02  4.477589E+02
  5.910678E+01  6.563667E+01  8.003807E+01  8.609334E+01  1.301150E+02
  1.321760E+02  2.840624E+02  2.864965E+02  3.035848E+02  3.054910E+02
  3.590395E+02  3.595918E+02  3.708475E+02  3.710962E+02  4.006559E+02
  4.049975E+02  4.438384E+02  4.452907E+02
  6.443245E+01  6.911603E+01  8.445102E+01  9.022919E+01  1.369000E+02
  1.389029E+02  2.847214E+02  2.871659E+02  3.058456E+02  3.080731E+02
  3.577383E+02  3.582561E+02  3.704767E+02  3.707343E+02  4.010874E+02
  4.054177E+02  4.413451E+02  4.427197E+02
  6.983980E+01  7.290885E+01  8.875790E+01  9.428975E+01  1.434356E+02
  1.454653E+02  2.853894E+02  2.878471E+02  3.081034E+02  3.106443E+02
  3.564606E+02  3.569596E+02  3.700814E+02  3.703463E+02  4.015173E+02
  4.058348E+02  4.387443E+02  4.400561E+02
  7.530416E+01  7.697228E+01  9.295285E+01  9.826486E+01  1.497169E+02
  1.518429E+02  2.860630E+02  2.885367E+02  3.103452E+02  3.131906E+02
  3.552123E+02  3.557251E+02  3.696619E+02  3.699333E+02  4.019423E+02
  4.062443E+02  4.360470E+02  4.373109E+02
  8.077723E+01  8.128823E+01  9.703013E+01  1.021453E+02  1.557416E+02
  1.580140E+02  2.867390E+02  2.892311E+02  3.125580E+02  3.156988E+02
  3.540017E+02  3.545723E+02  3.692187E+02  3.694970E+02  4.023592E+02
  4.066420E+02  4.332658E+02  4.344958E+02
  8.565855E+01  8.639341E+01  1.009841E+02  1.059224E+02  1.615079E+02
  1.639583E+02  2.874145E+02  2.899268E+02  3.147290E+02  3.181564E+02
  3.528423E+02  3.535141E+02  3.687526E+02  3.690395E+02  4.027649E+02
  4.070237E+02  4.304150E+02  4.316232E+02
  9.027187E+01  9.190361E+01  1.048094E+02  1.095886E+02  1.670131E+02
  1.696576E+02  2.880867E+02  2.906207E+02  3.168451E+02  3.205514E+02
  3.517511E+02  3.525585E+02  3.682646E+02  3.685633E+02  4.031561E+02
  4.073854E+02  4.275104E+02  4.287067E+02
  9.497034E+01  9.740888E+01  1.085008E+02  1.131364E+02  1.722536E+02
  1.750963E+02  2.887530E+02  2.913095E+02  3.188932E+02  3.228717E+02
  3.507450E+02  3.517117E+02  3.677561E+02  3.680712E+02  4.035300E+02
  4.077232E+02  4.245700E+02  4.257606E+02
